Rang,Athlète,Club,Total,CaP1,#1,Vélo,Vélo Cum.,#2,CaP2,U23,A.S.,Event,Race,Gap to 1st Total (s),Gap to 1st CaP1 (s),Gap to 1st Vélo (s),Gap to 1st Vélo Cum. (s),Gap to 1st CaP2 (s),Score Total,Score CaP1,Score Vélo,Score Vélo Cum.,Score CaP2,Gap to 1st CaP1 (s/km),Gap to 1st Vélo (s/km),Gap to 1st CaP2 (s/km),Gap to 1st Total (s/km),year,T1,T2
3.,KRILAN LE BIHAN,US PALAISEAU TRIATHLON,0 days 00:52:29,0 days 00:14:50,00:00:33,0 days 00:29:02,0 days 00:44:25,00:00:26,0 days 00:07:39,,,parthenay,D1H,11.0,0.0,58.0,6.0,11.0,9965.068275643061,10000.0,9667.049368541906,9977.48592870544,9760.348583877996,0.0,2.9,4.4,0.4,2023,,
4.,MAXIME BONVALET,MSA TRIATHLON,0 days 00:52:31,0 days 00:14:52,00:00:35,0 days 00:29:00,0 days 00:44:26,00:00:23,0 days 00:07:44,,,parthenay,D1H,13.0,2.0,56.0,7.0,16.0,9958.743256109172,9977.578475336322,9678.160919540229,9973.743435858965,9655.172413793103,0.4,2.8,6.4,0.47,2023,,
5.,ADRIEN PILLEUX,ESM GONFREVILLE L ORCHER,0 days 00:52:32,0 days 00:14:54,00:00:32,0 days 00:28:57,0 days 00:44:23,00:00:27,0 days 00:07:43,,,parthenay,D1H,14.0,4.0,53.0,4.0,15.0,9955.583756345177,9955.257270693513,9694.876223373632,9984.979346601576,9676.025917926567,0.8,2.65,6.0,0.51,2023,,
6.,KILIAN CARPENTIER,LYS CALAIS TRIATHLON,0 days 00:52:34,0 days 00:15:18,00:00:35,0 days 00:28:28,0 days 00:44:19,00:00:22,0 days 00:07:53,U23,,parthenay,D1H,16.0,28.0,24.0,0.0,25.0,9949.270767279646,9694.989106753814,9859.484777517564,10000.0,9471.458773784354,5.6,1.2,10.0,0.58,2023,,
7.,THOMAS LAURENT,EVREUX A.C. TRIATHLON,0 days 00:52:39,0 days 00:15:20,00:00:35,0 days 00:28:31,0 days 00:44:25,00:00:23,0 days 00:07:52,,,parthenay,D1H,21.0,30.0,27.0,6.0,24.0,9933.5232668566,9673.91304347826,9842.19754529515,9977.48592870544,9491.525423728814,6.0,1.35,9.6,0.76,2023,,
8.,MARTIN LAURENT,EVREUX A.C. TRIATHLON,0 days 00:52:39,0 days 00:15:11,00:00:38,0 days 00:28:33,0 days 00:44:21,00:00:22,0 days 00:07:57,,,parthenay,D1H,21.0,21.0,29.0,2.0,29.0,9933.5232668566,9769.484083424808,9830.706363105663,9992.484028560692,9392.03354297694,4.2,1.45,11.6,0.76,2023,,
9.,THOMAS GILLODTS,LES TRITONS MELDOIS,0 days 00:52:41,0 days 00:14:57,00:00:31,0 days 00:28:54,0 days 00:44:21,00:00:19,0 days 00:08:02,U23,,parthenay,D1H,23.0,7.0,50.0,2.0,34.0,9927.238215754509,9921.96209587514,9711.649365628604,9992.484028560692,9294.60580912863,1.4,2.5,13.6,0.84,2023,,
10.,LEO STARCK,LES TRITONS MELDOIS,0 days 00:52:45,0 days 00:14:52,00:00:32,0 days 00:29:03,0 days 00:44:26,00:00:23,0 days 00:07:57,,,parthenay,D1H,27.0,2.0,59.0,7.0,29.0,9914.691943127962,9977.578475336322,9661.503155479058,9973.743435858965,9392.03354297694,0.4,2.95,11.6,0.98,2023,,
11.,REMY GUERINEAU,CAEN TRIATHLON,0 days 00:52:47,0 days 00:15:12,00:00:36,0 days 00:28:41,0 days 00:44:28,00:00:23,0 days 00:07:57,,,parthenay,D1H,29.0,22.0,37.0,9.0,29.0,9908.430691506157,9758.771929824561,9785.00871586287,9966.266866566717,9392.03354297694,4.4,1.85,11.6,1.05,2023,,
12.,VINCENT BIERINCKX,ESM GONFREVILLE L ORCHER,0 days 00:52:47,0 days 00:14:51,00:00:41,0 days 00:28:55,0 days 00:44:27,00:00:34,0 days 00:07:48,,,parthenay,D1H,29.0,1.0,51.0,8.0,20.0,9908.430691506157,9988.776655443322,9706.051873198847,9970.003749531308,9572.649572649572,0.2,2.55,8.0,1.05,2023,,
13.,DORIAN MULLER,ASPTT STRASBOURG TRI,0 days 00:52:49,0 days 00:15:17,00:00:33,0 days 00:28:34,0 days 00:44:24,00:00:22,0 days 00:08:04,U23,,parthenay,D1H,31.0,27.0,30.0,5.0,36.0,9902.177343010413,9705.561613958562,9824.970828471412,9981.231231231232,9256.198347107438,5.4,1.5,14.4,1.13,2023,,
14.,AYMERIC DURY,LES TRITONS MELDOIS,0 days 00:52:50,0 days 00:15:15,00:00:35,0 days 00:28:35,0 days 00:44:24,00:00:29,0 days 00:07:57,,,parthenay,D1H,32.0,25.0,31.0,5.0,29.0,9899.053627760253,9726.775956284153,9819.241982507288,9981.231231231232,9392.03354297694,5.0,1.55,11.6,1.16,2023,,
15.,MALO MOYSAN,MONTLUCON TRIATHLON,0 days 00:52:51,0 days 00:15:24,00:00:33,0 days 00:28:27,0 days 00:44:23,00:00:25,0 days 00:08:03,,,parthenay,D1H,33.0,34.0,23.0,4.0,35.0,9895.93188268685,9632.034632034633,9865.260691271236,9984.979346601576,9275.36231884058,6.8,1.15,14.0,1.2,2023,,
16.,QUENTIN OLIVIER,RENNES TRIATHLON,0 days 00:52:53,0 days 00:15:02,00:00:35,0 days 00:28:52,0 days 00:44:28,00:00:27,0 days 00:07:58,,,parthenay,D1H,35.0,12.0,48.0,9.0,30.0,9889.694295619289,9866.962305986695,9722.863741339492,9966.266866566717,9372.384937238494,2.4,2.4,12.0,1.27,2023,,
17.,ROBIN MOUSSEL,EVREUX A.C. TRIATHLON,0 days 00:52:54,0 days 00:15:26,00:00:35,0 days 00:28:24,0 days 00:44:24,00:00:26,0 days 00:08:06,,,parthenay,D1H,36.0,36.0,20.0,5.0,38.0,9886.578449905483,9611.23110151188,9882.629107981222,9981.231231231232,9218.106995884775,7.2,1.0,15.2,1.31,2023,,
18.,MAXIME BARGETTO,TEAM NOYON TRIATHLON,0 days 00:52:56,0 days 00:15:10,00:00:37,0 days 00:28:38,0 days 00:44:24,00:00:22,0 days 00:08:10,,,parthenay,D1H,38.0,20.0,34.0,5.0,42.0,9880.352644836272,9780.21978021978,9802.09545983702,9981.231231231232,9142.857142857143,4.0,1.7,16.8,1.38,2023,,
19.,ALEXYS BRUNEL,LYS CALAIS TRIATHLON,0 days 00:52:56,0 days 00:15:38,00:00:40,0 days 00:28:05,0 days 00:44:22,00:00:21,0 days 00:08:15,,,parthenay,D1H,38.0,48.0,1.0,3.0,47.0,9880.352644836272,9488.272921108743,9994.06528189911,9988.730277986477,9050.505050505051,9.6,0.05,18.8,1.38,2023,,
20.,THIBAUT DE SMET,ESM GONFREVILLE L ORCHER,0 days 00:52:58,0 days 00:15:26,00:00:38,0 days 00:28:24,0 days 00:44:27,00:00:25,0 days 00:08:06,,,parthenay,D1H,40.0,36.0,20.0,8.0,38.0,9874.13467589679,9611.23110151188,9882.629107981222,9970.003749531308,9218.106995884775,7.2,1.0,15.2,1.45,2023,,
21.,CYRIL VINCENT VIRY,US PALAISEAU TRIATHLON,0 days 00:53:01,0 days 00:15:15,00:00:36,0 days 00:28:38,0 days 00:44:28,00:00:23,0 days 00:08:10,,,parthenay,D1H,43.0,25.0,34.0,9.0,42.0,9864.82238289846,9726.775956284153,9802.09545983702,9966.266866566717,9142.857142857143,5.0,1.7,16.8,1.56,2023,,
22.,BAPTISTE FORDOXCEL,METROPOLE GRAND NANCY TRIATHLON,0 days 00:53:04,0 days 00:15:39,00:00:36,0 days 00:28:12,0 days 00:44:26,00:00:22,0 days 00:08:18,,,parthenay,D1H,46.0,49.0,8.0,7.0,50.0,9855.527638190955,9478.168264110756,9952.718676122931,9973.743435858965,8995.983935742972,9.8,0.4,20.0,1.67,2023,,
23.,ADRIEN LATESTERE,TEAM NOYON TRIATHLON,0 days 00:53:08,0 days 00:15:08,00:00:35,0 days 00:28:49,0 days 00:44:31,00:00:26,0 days 00:08:12,,,parthenay,D1H,50.0,18.0,45.0,12.0,44.0,9843.161856963614,9801.762114537445,9739.733950260266,9955.073006364657,9105.69105691057,3.6,2.25,17.6,1.82,2023,,
24.,ASGER JORN VAES,LES GIRONDINS DE BORDEAUX TRIATHLON,0 days 00:53:10,0 days 00:15:17,00:00:35,0 days 00:28:39,0 days 00:44:30,00:00:27,0 days 00:08:14,,,parthenay,D1H,52.0,27.0,35.0,11.0,46.0,9836.990595611285,9705.561613958562,9796.393251890633,9958.80149812734,9068.825910931175,5.4,1.75,18.4,1.89,2023,,
25.,NICOLAS DURE,US PALAISEAU TRIATHLON,0 days 00:53:10,0 days 00:15:39,00:00:40,0 days 00:28:11,0 days 00:44:28,00:00:24,0 days 00:08:18,,,parthenay,D1H,52.0,49.0,7.0,9.0,50.0,9836.990595611285,9478.168264110756,9958.604376108811,9966.266866566717,8995.983935742972,9.8,0.35,20.0,1.89,2023,,
26.,MAEL SICOT,RENNES TRIATHLON,0 days 00:53:10,0 days 00:14:52,00:00:34,0 days 00:29:03,0 days 00:44:28,00:00:26,0 days 00:08:17,,,parthenay,D1H,52.0,2.0,59.0,9.0,49.0,9836.990595611285,9977.578475336322,9661.503155479058,9966.266866566717,9014.084507042253,0.4,2.95,19.6,1.89,2023,,
27.,EWEN TOULGOAT,PONTIVY TRIATHLON,0 days 00:53:14,0 days 00:15:11,00:00:35,0 days 00:28:47,0 days 00:44:32,00:00:25,0 days 00:08:17,,,parthenay,D1H,56.0,21.0,43.0,13.0,49.0,9824.671258609895,9769.484083424808,9751.013317892299,9951.347305389221,9014.084507042253,4.2,2.15,19.6,2.04,2023,,
28.,HUGO BENOIST,PONTIVY TRIATHLON,0 days 00:53:15,0 days 00:15:23,00:00:35,0 days 00:28:36,0 days 00:44:34,00:00:26,0 days 00:08:16,,,parthenay,D1H,57.0,33.0,32.0,15.0,48.0,9821.596244131455,9642.470205850488,9813.519813519813,9943.904263275992,9032.258064516129,6.6,1.6,19.2,2.07,2023,,
29.,GABRIEL HACHE,ASPTT STRASBOURG TRI,0 days 00:53:16,0 days 00:15:47,00:00:38,0 days 00:28:05,0 days 00:44:29,00:00:24,0 days 00:08:25,,,parthenay,D1H,58.0,57.0,1.0,10.0,57.0,9818.523153942428,9398.099260823654,9994.06528189911,9962.532783814164,8871.287128712871,11.4,0.05,22.8,2.11,2023,,
30.,ROBIN DUPUY,LES GIRONDINS DE BORDEAUX TRIATHLON,0 days 00:53:27,0 days 00:15:40,00:00:41,0 days 00:28:10,0 days 00:44:31,00:00:27,0 days 00:08:31,U23,,parthenay,D1H,69.0,50.0,6.0,12.0,63.0,9784.845650140318,9468.085106382978,9964.497041420118,9955.073006364657,8767.123287671233,10.0,0.3,25.2,2.51,2023,,
31.,SULIAN COURJAL,MONTLUCON TRIATHLON,0 days 00:53:31,0 days 00:15:11,00:00:35,0 days 00:28:48,0 days 00:44:32,00:00:29,0 days 00:08:30,,,parthenay,D1H,73.0,21.0,44.0,13.0,62.0,9772.656493304266,9769.484083424808,9745.37037037037,9951.347305389221,8784.313725490196,4.2,2.2,24.8,2.65,2023,,
32.,ARTHUR POIRIER,CAEN TRIATHLON,0 days 00:53:37,0 days 00:15:25,00:00:37,0 days 00:28:33,0 days 00:44:33,00:00:28,0 days 00:08:36,,,parthenay,D1H,79.0,35.0,29.0,14.0,68.0,9754.429592788312,9621.621621621622,9830.706363105663,9947.624392068838,8682.170542635658,7.0,1.45,27.2,2.87,2023,,
33.,TOM MAISONOBE,RENNES TRIATHLON,0 days 00:53:44,0 days 00:15:49,00:00:39,0 days 00:28:04,0 days 00:44:31,00:00:30,0 days 00:08:44,,,parthenay,D1H,86.0,59.0,0.0,12.0,76.0,9733.250620347395,9378.292939936775,10000.0,9955.073006364657,8549.618320610687,11.8,0.0,30.4,3.13,2023,,
34.,PIERRE DUPUY,LES GIRONDINS DE BORDEAUX TRIATHLON,0 days 00:53:55,0 days 00:15:24,00:00:43,0 days 00:28:23,0 days 00:44:29,00:00:44,0 days 00:08:43,U23,,parthenay,D1H,97.0,34.0,19.0,10.0,75.0,9700.15455950541,9632.034632034633,9888.432178508514,9962.532783814164,8565.965583173996,6.8,0.95,30.0,3.53,2023,,
35.,THIBAULT BUTEL,LES GIRONDINS DE BORDEAUX TRIATHLON,0 days 00:54:02,0 days 00:15:26,00:00:37,0 days 00:28:31,0 days 00:44:33,00:00:28,0 days 00:09:02,U23,,parthenay,D1H,104.0,36.0,27.0,14.0,94.0,9679.210363972856,9611.23110151188,9842.19754529515,9947.624392068838,8265.682656826568,7.2,1.35,37.6,3.78,2023,,
36.,LILIAN PIERRE,EVREUX A.C. TRIATHLON,0 days 00:54:09,0 days 00:15:47,00:00:38,0 days 00:28:07,0 days 00:44:30,00:00:28,0 days 00:09:11,,,parthenay,D1H,111.0,57.0,3.0,11.0,103.0,9658.356417359188,9398.099260823654,9982.21695317131,9958.80149812734,8130.671506352087,11.4,0.15,41.2,4.04,2023,,
37.,THEO LE GOUGUEC,PONTIVY TRIATHLON,0 days 00:54:13,0 days 00:15:12,00:00:37,0 days 00:29:42,0 days 00:45:30,00:00:24,0 days 00:08:20,,,parthenay,D1H,115.0,22.0,98.0,71.0,52.0,9646.480172148786,9758.771929824561,9450.056116722784,9739.92673992674,8960.0,4.4,4.9,20.8,4.18,2023,,
38.,MICKAEL CHAUMOND,TEAM NOYON TRIATHLON,0 days 00:54:16,0 days 00:15:24,00:00:35,0 days 00:29:40,0 days 00:45:38,00:00:24,0 days 00:08:14,,,parthenay,D1H,118.0,34.0,96.0,79.0,46.0,9637.592137592139,9632.034632034633,9460.67415730337,9711.468224981738,9068.825910931175,6.8,4.8,18.4,4.29,2023,,
39.,PAUL CHESNAIS,CAEN TRIATHLON,0 days 00:54:17,0 days 00:15:25,00:00:37,0 days 00:29:33,0 days 00:45:34,00:00:24,0 days 00:08:20,,,parthenay,D1H,119.0,35.0,89.0,75.0,52.0,9634.633097942891,9621.621621621622,9498.025944726453,9725.676664228236,8960.0,7.0,4.45,20.8,4.33,2023,,
40.,EMILE BILLAUT,A.L. ECHIROLLES TRIATHLON,0 days 00:54:17,0 days 00:15:44,00:00:41,0 days 00:29:13,0 days 00:45:37,00:00:24,0 days 00:08:18,U23,,parthenay,D1H,119.0,54.0,69.0,78.0,50.0,9634.633097942891,9427.966101694916,9606.389047347404,9715.016441359152,8995.983935742972,10.8,3.45,20.0,4.33,2023,,
41.,LAURENT BIERINCKX,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:54:18,0 days 00:15:37,00:00:45,0 days 00:29:12,0 days 00:45:33,00:00:34,0 days 00:08:12,,,parthenay,D1H,120.0,47.0,68.0,74.0,44.0,9631.675874769797,9498.399146211312,9611.872146118722,9729.235272594218,9105.69105691057,9.4,3.4,17.6,4.36,2023,,
42.,MATTHIEU BOURGEOIS,MONTLUCON TRIATHLON,0 days 00:54:21,0 days 00:15:30,00:00:34,0 days 00:29:30,0 days 00:45:33,00:00:27,0 days 00:08:22,,,parthenay,D1H,123.0,40.0,86.0,74.0,54.0,9622.815087396504,9569.89247311828,9514.124293785311,9729.235272594218,8924.302788844621,8.0,4.3,21.6,4.47,2023,,
43.,MATT SMITH,PONTIVY TRIATHLON,0 days 00:54:22,0 days 00:15:33,00:00:40,0 days 00:29:27,0 days 00:45:39,00:00:37,0 days 00:08:08,,,parthenay,D1H,124.0,43.0,83.0,80.0,40.0,9619.865113427344,9539.121114683816,9530.277306168648,9707.922599488864,9180.327868852459,8.6,4.15,16.0,4.51,2023,,
44.,QUENTIN DAMBRON,LYS CALAIS TRIATHLON,0 days 00:54:23,0 days 00:15:39,00:00:37,0 days 00:29:19,0 days 00:45:34,00:00:24,0 days 00:08:26,U23,,parthenay,D1H,125.0,49.0,75.0,75.0,58.0,9616.916947594238,9478.168264110756,9573.621375781695,9725.676664228236,8853.754940711462,9.8,3.75,23.2,4.55,2023,,
45.,GAUTIER HEBERT,PONTIVY TRIATHLON,0 days 00:54:26,0 days 00:15:44,00:00:39,0 days 00:29:05,0 days 00:45:28,00:00:24,0 days 00:08:35,,,parthenay,D1H,128.0,54.0,61.0,69.0,67.0,9608.08328230251,9427.966101694916,9650.429799426935,9747.067448680353,8699.029126213592,10.8,3.05,26.8,4.65,2023,,
46.,THOMAS SCHUH,METROPOLE GRAND NANCY TRIATHLON,0 days 00:54:27,0 days 00:15:43,00:00:37,0 days 00:29:15,0 days 00:45:35,00:00:23,0 days 00:08:30,,,parthenay,D1H,129.0,53.0,71.0,76.0,62.0,9605.14233241506,9437.96394485684,9595.441595441594,9722.120658135284,8784.313725490196,10.6,3.55,24.8,4.69,2023,,
47.,DORIAN BOIS,LES TRITONS MELDOIS,0 days 00:54:29,0 days 00:15:38,00:00:35,0 days 00:29:18,0 days 00:45:31,00:00:26,0 days 00:08:33,U23,,parthenay,D1H,131.0,48.0,74.0,72.0,65.0,9599.265830529213,9488.272921108743,9579.067121729238,9736.360307579642,8732.943469785574,9.6,3.7,26.0,4.76,2023,,
48.,GENGIS POUTEAU,CAEN TRIATHLON,0 days 00:54:30,0 days 00:15:41,00:00:45,0 days 00:29:15,0 days 00:45:40,00:00:25,0 days 00:08:26,U23,*,parthenay,D1H,132.0,51.0,71.0,81.0,58.0,9596.330275229358,9458.023379383634,9595.441595441594,9704.379562043796,8853.754940711462,10.2,3.55,23.2,4.8,2023,,
49.,MARIN GAUTIER,US PALAISEAU TRIATHLON,0 days 00:54:34,0 days 00:15:48,00:00:39,0 days 00:29:10,0 days 00:45:36,00:00:24,0 days 00:08:35,,,parthenay,D1H,136.0,58.0,66.0,77.0,67.0,9584.605986560782,9388.185654008439,9622.857142857143,9718.567251461987,8699.029126213592,11.6,3.3,26.8,4.95,2023,,
50.,MARC FERNANDES,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:54:35,0 days 00:15:41,00:00:42,0 days 00:29:18,0 days 00:45:39,00:00:24,0 days 00:08:33,,,parthenay,D1H,137.0,51.0,74.0,80.0,65.0,9581.679389312976,9458.023379383634,9579.067121729238,9707.922599488864,8732.943469785574,10.2,3.7,26.0,4.98,2023,,
51.,GREGOIRE SCHVEITZER,CAEN TRIATHLON,0 days 00:54:39,0 days 00:15:34,00:00:37,0 days 00:29:24,0 days 00:45:34,00:00:26,0 days 00:08:41,U23,,parthenay,D1H,141.0,44.0,80.0,75.0,73.0,9569.990850869168,9528.907922912205,9546.485260770974,9725.676664228236,8598.848368522073,8.8,4.0,29.2,5.13,2023,,
52.,PAUL PARA MEYERIE,A.L. ECHIROLLES TRIATHLON,0 days 00:54:39,0 days 00:15:53,00:00:36,0 days 00:29:08,0 days 00:45:36,00:00:27,0 days 00:08:37,,,parthenay,D1H,141.0,63.0,64.0,77.0,69.0,9569.990850869168,9338.929695697796,9633.867276887871,9718.567251461987,8665.377176015474,12.6,3.2,27.6,5.13,2023,,
53.,BAPTISTE FICHAUX,METROPOLE GRAND NANCY TRIATHLON,0 days 00:54:42,0 days 00:15:03,00:00:38,0 days 00:29:58,0 days 00:45:37,00:00:30,0 days 00:08:37,U23,,parthenay,D1H,144.0,13.0,114.0,78.0,69.0,9561.243144424132,9856.035437430786,9365.962180200222,9715.016441359152,8665.377176015474,2.6,5.7,27.6,5.24,2023,,
54.,MAEL GOURET,A.L. ECHIROLLES TRIATHLON,0 days 00:54:44,0 days 00:15:53,00:00:37,0 days 00:29:06,0 days 00:45:35,00:00:27,0 days 00:08:43,,,parthenay,D1H,146.0,63.0,62.0,76.0,75.0,9555.420219244823,9338.929695697796,9644.902634593356,9722.120658135284,8565.965583173996,12.6,3.1,30.0,5.31,2023,,
55.,HUGO LINOT,MSA TRIATHLON,0 days 00:54:45,0 days 00:15:42,00:00:40,0 days 00:29:11,0 days 00:45:32,00:00:23,0 days 00:08:51,U23,,parthenay,D1H,147.0,52.0,67.0,73.0,83.0,9552.511415525114,9447.983014861997,9617.36150770988,9732.796486090776,8436.911487758945,10.4,3.35,33.2,5.35,2023,,
56.,ELIOT FALLOT,US PALAISEAU TRIATHLON,0 days 00:54:47,0 days 00:15:44,00:00:42,0 days 00:29:14,0 days 00:45:39,00:00:27,0 days 00:08:41,U23,,parthenay,D1H,149.0,54.0,70.0,80.0,73.0,9546.699117736538,9427.966101694916,9600.91220068415,9707.922599488864,8598.848368522073,10.8,3.5,29.2,5.42,2023,,
57.,QUENTIN FREIFER,METROPOLE GRAND NANCY TRIATHLON,0 days 00:54:55,0 days 00:15:39,00:00:35,0 days 00:29:24,0 days 00:45:36,00:00:29,0 days 00:08:51,,,parthenay,D1H,157.0,49.0,80.0,77.0,83.0,9523.520485584218,9478.168264110756,9546.485260770974,9718.567251461987,8436.911487758945,9.8,4.0,33.2,5.71,2023,,
58.,HUGO LEVILLAIN,CAEN TRIATHLON,0 days 00:55:16,0 days 00:15:33,00:00:47,0 days 00:29:15,0 days 00:45:35,00:00:26,0 days 00:09:16,,,parthenay,D1H,178.0,43.0,71.0,76.0,108.0,9463.208685162846,9539.121114683816,9595.441595441594,9722.120658135284,8057.553956834532,8.6,3.55,43.2,6.47,2023,,
59.,YANIS CARPENTIER,LYS CALAIS TRIATHLON,0 days 00:56:00,0 days 00:15:54,00:00:37,0 days 00:29:10,0 days 00:45:40,00:00:27,0 days 00:09:53,U23,,parthenay,D1H,222.0,64.0,66.0,81.0,145.0,9339.285714285714,9329.140461215933,9622.857142857143,9704.379562043796,7554.8060708263065,12.8,3.3,58.0,8.07,2023,,
60.,THOMAS CARDONA,PONTIVY TRIATHLON,0 days 00:56:24,0 days 00:15:53,00:00:41,0 days 00:30:54,0 days 00:47:27,00:00:26,0 days 00:08:32,U23,*,parthenay,D1H,246.0,63.0,170.0,188.0,64.0,9273.04964539007,9338.929695697796,9083.063646170443,9339.655778011942,8750.0,12.6,8.5,25.6,8.95,2023,,
61.,LOUIS VANLOUBBEECK,ASPTT STRASBOURG TRI,0 days 00:56:28,0 days 00:15:42,00:00:43,0 days 00:31:04,0 days 00:47:28,00:00:26,0 days 00:08:34,U23,,parthenay,D1H,250.0,52.0,180.0,189.0,66.0,9262.101534828807,9447.983014861997,9034.334763948498,9336.376404494382,8715.953307392996,10.4,9.0,26.4,9.09,2023,,
62.,JULIEN PATFOORT,LES GIRONDINS DE BORDEAUX TRIATHLON,0 days 00:56:33,0 days 00:15:58,00:00:38,0 days 00:30:53,0 days 00:47:28,00:00:24,0 days 00:08:42,U23,,parthenay,D1H,255.0,68.0,169.0,189.0,74.0,9248.452696728558,9290.1878914405,9087.965461413924,9336.376404494382,8582.375478927202,13.6,8.45,29.6,9.27,2023,,
63.,VALENTIN TRUFFAUT,MSA TRIATHLON,0 days 00:56:36,0 days 00:15:43,00:00:41,0 days 00:31:07,0 days 00:47:30,00:00:28,0 days 00:08:39,,,parthenay,D1H,258.0,53.0,183.0,191.0,71.0,9240.282685512368,9437.96394485684,9019.81788966256,9329.82456140351,8631.984585741811,10.6,9.15,28.4,9.38,2023,,
64.,MATHIS MARC,A.L. ECHIROLLES TRIATHLON,0 days 00:56:39,0 days 00:15:54,00:00:35,0 days 00:31:02,0 days 00:47:29,00:00:24,0 days 00:08:47,U23,,parthenay,D1H,261.0,64.0,178.0,190.0,79.0,9232.127096204766,9329.140461215933,9044.038668098818,9333.099333099333,8500.948766603415,12.8,8.9,31.6,9.49,2023,,
65.,ADAM BAKER,MSA TRIATHLON,0 days 00:56:44,0 days 00:15:54,00:00:40,0 days 00:30:57,0 days 00:47:31,00:00:33,0 days 00:08:42,,,parthenay,D1H,266.0,64.0,173.0,192.0,74.0,9218.566392479435,9329.140461215933,9068.389876144318,9326.552086987022,8582.375478927202,12.8,8.65,29.6,9.67,2023,,
66.,HUGO LEGRAND,RENNES TRIATHLON,0 days 00:56:49,0 days 00:15:54,00:00:40,0 days 00:30:57,0 days 00:47:29,00:00:27,0 days 00:08:53,,,parthenay,D1H,271.0,64.0,173.0,190.0,85.0,9205.045467879143,9329.140461215933,9068.389876144318,9333.099333099333,8405.253283302065,12.8,8.65,34.0,9.85,2023,,
67.,THOMAS LEMERCIER,EVREUX A.C. TRIATHLON,0 days 00:56:50,0 days 00:16:19,00:00:36,0 days 00:30:32,0 days 00:47:26,00:00:30,0 days 00:08:56,U23,,parthenay,D1H,272.0,89.0,148.0,187.0,88.0,9202.346041055718,9090.90909090909,9192.139737991267,9342.937456078707,8358.20895522388,17.8,7.4,35.2,9.89,2023,,
68.,HUGO MALENFANT,ESM GONFREVILLE L ORCHER,0 days 00:56:59,0 days 00:16:21,00:00:40,0 days 00:30:49,0 days 00:47:49,00:00:29,0 days 00:08:42,,,parthenay,D1H,281.0,91.0,165.0,210.0,74.0,9178.122257970168,9072.375127420999,9107.625743645214,9268.03764377832,8582.375478927202,18.2,8.25,29.6,10.22,2023,,
69.,VALENTIN DELABARRE,METROPOLE GRAND NANCY TRIATHLON,0 days 00:57:02,0 days 00:15:53,00:00:39,0 days 00:30:56,0 days 00:47:27,00:00:28,0 days 00:09:08,U23,,parthenay,D1H,284.0,63.0,172.0,188.0,100.0,9170.075978959672,9338.929695697796,9073.275862068966,9339.655778011942,8175.1824817518245,12.6,8.6,40.0,10.33,2023,,
70.,HUGO DELBOS,MONTLUCON TRIATHLON,0 days 00:57:06,0 days 00:16:16,00:00:40,0 days 00:30:53,0 days 00:47:48,00:00:29,0 days 00:08:50,U23,,parthenay,D1H,288.0,86.0,169.0,209.0,82.0,9159.36952714536,9118.852459016392,9087.965461413924,9271.269177126916,8452.830188679245,17.2,8.45,32.8,10.47,2023,,
71.,FLORENT FRANCOIS,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:57:11,0 days 00:16:20,00:00:39,0 days 00:30:52,0 days 00:47:50,00:00:27,0 days 00:08:55,,,parthenay,D1H,293.0,90.0,168.0,211.0,87.0,9146.021568055961,9081.632653061224,9092.872570194384,9264.808362369338,8373.831775700935,18.0,8.4,34.8,10.65,2023,,
72.,NICOLAS DE SMET,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:57:20,0 days 00:16:46,00:00:38,0 days 00:30:07,0 days 00:47:30,00:00:29,0 days 00:09:23,U23,,parthenay,D1H,302.0,116.0,123.0,191.0,115.0,9122.093023255815,8846.918489065605,9319.313779745435,9329.82456140351,7957.371225577264,23.2,6.15,46.0,10.98,2023,,
73.,YOANN GAILLARD,ASPTT STRASBOURG TRI,0 days 00:57:25,0 days 00:16:20,00:00:39,0 days 00:30:52,0 days 00:47:51,00:00:27,0 days 00:09:08,,,parthenay,D1H,307.0,90.0,168.0,212.0,100.0,9108.853410740203,9081.632653061224,9092.872570194384,9261.581330546847,8175.1824817518245,18.0,8.4,40.0,11.16,2023,,
74.,JULIEN SENCE,MSA TRIATHLON,0 days 00:57:28,0 days 00:15:55,00:00:37,0 days 00:32:03,0 days 00:48:34,00:00:25,0 days 00:08:30,,,parthenay,D1H,310.0,65.0,239.0,255.0,62.0,9100.92807424594,9319.37172774869,8757.15028601144,9124.914207275224,8784.313725490196,13.0,11.95,24.8,11.27,2023,,
75.,PIERRE MAGUERO,RENNES TRIATHLON,0 days 00:57:34,0 days 00:16:19,00:00:45,0 days 00:30:47,0 days 00:47:51,00:00:28,0 days 00:09:16,U23,*,parthenay,D1H,316.0,89.0,163.0,212.0,108.0,9085.118702953097,9090.90909090909,9117.487818083378,9261.581330546847,8057.553956834532,17.8,8.15,43.2,11.49,2023,,
